fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
advanced research projects agency - energy,81.135,FY2024P12,Department of Energy,Energy,Energy supply,089-0337,"Advanced Research Projects Agency-Energy, Energy Programs, Energy",801,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY (REIMBURSABLE),25.5,Research and development contracts,R,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,41158.67,35780.06,41158.67,35780.06,0.0,0.0,0.0,0.0,5378.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41158.67,-41158.67,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,6920572.18,0.0,0.0,0.0,0.0,0.0,448985.03,448985.03,448985.03,90045.6,0.0,6561632.75,0.0,0.0,0.0,0.0,0.0,0.0,6561632.75,0.0,6561632.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,68659.14,0.0,0.0,0.0,0.0,0.0,2467.03,2467.03,2467.03,0.0,0.0,66192.11,0.0,0.0,0.0,0.0,0.0,0.0,66192.11,0.0,66192.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,173418.23,0.0,0.0,0.0,0.0,0.0,8488.98,8488.98,8488.98,0.0,0.0,164929.25,0.0,0.0,0.0,0.0,0.0,0.0,164929.25,0.0,164929.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2491735.37,0.0,210.0,0.0,210.0,0.0,158498.45,158498.45,158498.45,30114.45,0.0,2363561.37,0.0,0.0,0.0,0.0,0.0,0.0,2363561.37,0.0,2363561.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,159182.12,41042.08,41785.45,40985.56,41785.45,56.52,0.0,0.0,0.0,2408.48,0.0,162333.97,0.0,0.0,0.0,0.0,0.0,0.0,162333.97,0.0,162333.97,0.0,0.0,0.0,-11152.56,-11152.56,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),23.1,Rental payments to GSA,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,257.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.29,0.0,0.0,0.0,0.0,0.0,0.0,257.29,0.0,257.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),23.2,Rental payments to others,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,5126.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5126.01,0.0,0.0,0.0,0.0,0.0,0.0,5126.01,0.0,5126.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,269258.13,45649.45,0.0,45649.45,0.0,0.0,4170.69,4170.69,4170.69,0.0,0.0,219437.99,0.0,0.0,0.0,0.0,0.0,0.0,219437.99,0.0,219437.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,13675841.88,14904690.9,15025311.74,14904690.9,15025311.74,0.0,492063.58,492063.58,492063.58,2059486.29,0.0,15363885.43,0.0,0.0,0.0,0.0,0.0,0.0,15363885.43,0.0,15363885.43,0.0,0.0,0.0,-4188524.95,-4188524.95,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3317219.94,755584.51,1391397.42,755584.51,1391397.42,0.0,1082130.04,1082130.04,1082130.04,123763.28,0.0,2994666.09,0.0,0.0,0.0,0.0,0.0,0.0,2994666.09,0.0,2994666.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,625550.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625550.65,0.0,150243.91,150243.91,150243.91,0.0,0.0,475306.74,0.0,475306.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),25.4,Operation and maintenance of facilities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1400178.0,1849479.2,1512299.0,1849479.2,1512299.0,0.0,0.0,0.0,0.0,0.0,0.0,1062997.8,0.0,0.0,0.0,0.0,0.0,0.0,1062997.8,0.0,1062997.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1300000.0,1300000.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
clean energy demonstrations,81.255,FY2024P12,Department of Energy,Energy,Energy conservation,089-2297,"Clean Energy Demonstrations, Energy Programs, Energy",10,CLEAN ENERGY DEMONSTRATIONS (BASE PROGRAM),25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,6434.29,6434.29,0.0,6434.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-14
