fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,0.0,Unknown,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4290287.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4290287.07,0.0,0.0,0.0,0.0,0.0,0.0,4290287.07,0.0,4290287.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,5470490.11,0.0,0.0,0.0,0.0,0.0,-758089.67,-758089.67,-758089.67,0.0,0.0,6228579.78,0.0,0.0,0.0,0.0,0.0,0.0,6228579.78,0.0,6228579.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,30996.48,0.0,0.0,0.0,0.0,0.0,-4749.6,-4749.6,-4749.6,0.0,0.0,35746.08,0.0,0.0,0.0,0.0,0.0,0.0,35746.08,0.0,35746.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,136264.78,0.0,0.0,0.0,0.0,0.0,-2491.9,-2491.9,-2491.9,0.0,0.0,138756.68,0.0,0.0,0.0,0.0,0.0,0.0,138756.68,0.0,138756.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2011681.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011681.42,0.0,0.0,0.0,0.0,0.0,0.0,2011681.42,0.0,2011681.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,13.0,Benefits for former personnel,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,112925.82,-76687.65,0.0,-77886.88,0.0,1199.23,0.0,0.0,0.0,0.0,0.0,189613.47,0.0,0.0,0.0,0.0,0.0,0.0,189613.47,0.0,189423.07,0.0,0.0,190.4,-9880.69,-9661.59,0.0,0.0,-219.1,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,22.0,Transportation of things,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,24.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16,0.0,0.0,0.0,0.0,0.0,0.0,24.16,0.0,24.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,551.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.05,0.0,0.0,0.0,0.0,0.0,0.0,551.05,0.0,356.05,0.0,0.0,195.0,-300.0,0.0,-300.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
manufacturing extension partnership,11.611,FY2025P08,Department of Commerce,Commerce and Housing Credit,Other advancement of commerce,013-0525,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",2,HOLLINGS MANUFACTURING EXTENSION PARTNERSHIP,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4264.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4264.88,0.0,0.0,0.0,0.0,0.0,0.0,4264.88,0.0,4205.69,0.0,0.0,59.19,-59.19,0.0,-59.19,0.0,0.0,0.0,0.0,0.0,2025-07-01
