fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,61423182.97,0.0,0.0,0.0,0.0,0.0,4065718.2,4065718.2,4064700.04,3422661.38,1018.16,60780126.15,0.0,0.0,0.0,0.0,0.0,0.0,60780126.15,0.0,60780126.15,0.0,0.0,0.0,-37072.03,0.0,-37072.03,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.1,Full-time permanent,D,V,American Rescue Plan Act of 2021,295041.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295041.71,0.0,0.0,0.0,0.0,0.0,0.0,295041.71,0.0,295041.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,1114364.02,0.0,0.0,0.0,0.0,0.0,34552.31,34552.31,34552.31,23450.41,0.0,1103262.12,0.0,0.0,0.0,0.0,0.0,0.0,1103262.12,0.0,1103262.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3054007.88,0.0,0.0,0.0,0.0,0.0,238828.88,238828.88,238828.88,160794.87,0.0,2975973.87,0.0,0.0,0.0,0.0,0.0,0.0,2975973.87,0.0,2975973.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.3,Other than full-time permanent,D,V,American Rescue Plan Act of 2021,-910.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.24,0.0,874.41,0.0,0.0,0.0,0.0,0.0,0.0,874.41,0.0,874.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.3,Other than full-time permanent,D,Z,Infrastructure Investment and Jobs Act,3708757.73,0.0,0.0,0.0,0.0,0.0,300485.32,300485.32,300485.32,55553.13,0.0,3463825.54,0.0,0.0,0.0,0.0,0.0,0.0,3463825.54,0.0,3463825.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3856669.07,0.0,0.0,0.0,0.0,0.0,174534.4,174534.4,174534.4,137095.89,0.0,3819230.56,0.0,0.0,0.0,0.0,0.0,0.0,3819230.56,0.0,3819230.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.5,Other personnel compensation,D,V,American Rescue Plan Act of 2021,18691.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18691.35,0.0,0.0,0.0,0.0,0.0,0.0,18691.35,0.0,18691.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.5,Other personnel compensation,D,Z,Infrastructure Investment and Jobs Act,67160.87,0.0,0.0,0.0,0.0,0.0,853.87,853.87,853.87,3025.52,0.0,69332.52,0.0,0.0,0.0,0.0,0.0,0.0,69332.52,0.0,69332.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
environmental health,93.113,FY2024P12,Department of Health and Human Services,Health,Health care services,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services",3,FACILITIES AND ENVIRONMENTAL HEALTH,11.7,Military personnel,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,25681420.46,0.0,0.0,0.0,0.0,0.0,1736805.02,1736805.02,1736805.02,1643540.37,0.0,25588155.81,0.0,0.0,0.0,0.0,0.0,0.0,25588155.81,0.0,25588155.81,0.0,0.0,0.0,-49004.0,0.0,-49004.0,0.0,0.0,0.0,0.0,0.0,2024-11-08
