fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,0.0,Unknown,D,Z,Infrastructure Investment and Jobs Act,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,1767174.75,27900.0,27900.0,27900.0,27900.0,0.0,99026.05,99026.05,99026.05,168010.8,0.0,1836159.5,0.0,0.0,0.0,0.0,0.0,0.0,1836159.5,0.0,1836159.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,11.5,Other personnel compensation,D,Z,Infrastructure Investment and Jobs Act,1229.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.99,0.0,0.0,0.0,0.0,0.0,0.0,1229.99,0.0,1229.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,632915.37,0.0,0.0,0.0,0.0,0.0,36097.11,36097.11,36097.11,61112.01,0.0,657930.27,0.0,3277.0,3277.0,3277.0,0.0,0.0,654653.27,0.0,654653.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,21.0,Travel and transportation of persons,D,Z,Infrastructure Investment and Jobs Act,16091.25,18707.36,11764.65,18707.36,11764.65,0.0,0.0,0.0,-70.19,0.0,70.19,9148.54,0.0,0.0,0.0,0.0,0.0,0.0,9148.54,0.0,9148.54,0.0,0.0,0.0,-8388.45,-8388.45,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,22.0,Transportation of things,D,Z,Infrastructure Investment and Jobs Act,0.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,23.1,Rental payments to GSA,D,Z,Infrastructure Investment and Jobs Act,113505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113505.0,0.0,0.0,0.0,0.0,0.0,0.0,113505.0,0.0,113505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,23.3,"Communications, utilities, and miscellaneous charges",D,Z,Infrastructure Investment and Jobs Act,2732.28,3179.92,2118.47,3179.92,2118.47,0.0,0.0,0.0,0.0,0.0,0.0,1670.83,0.0,0.0,0.0,0.0,0.0,0.0,1670.83,0.0,1670.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,25.1,Advisory and assistance services,D,Z,Infrastructure Investment and Jobs Act,11496.7,43.23,10350.23,43.23,10350.23,0.0,0.0,0.0,0.0,0.0,0.0,21803.7,0.0,0.0,0.0,0.0,0.0,0.0,21803.7,0.0,21803.7,0.0,0.0,0.0,-43.23,-43.23,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
flood mitigation assistance,97.029,FY2025P08,Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",0001,IIJA FLOOD MITIGATION ASSISTANCE,25.2,Other services from non-Federal sources,D,Z,Infrastructure Investment and Jobs Act,21592.72,2165.71,1055.64,2165.71,1055.64,0.0,1030.46,1030.46,1030.46,0.0,0.0,19452.19,0.0,0.0,0.0,0.0,0.0,0.0,19452.19,0.0,19452.19,0.0,0.0,0.0,-809.21,-809.21,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
