fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
special benefits for certain world war ii veterans,96.020,FY2024P12,Social Security Administration,Veterans Benefits and Services,Income security for veterans,028-0401,"Special Benefits for Certain World War II Veterans, Social Security Administration",1,SPECIAL BENEFITS FOR CERTAIN WORLD WAR II VETERANS (DIRECT),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,199835.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199835.65,0.0,0.0,0.0,0.0,0.0,0.0,199835.65,0.0,199835.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
special benefits for certain world war ii veterans,96.020,FY2024P12,Social Security Administration,Veterans Benefits and Services,Income security for veterans,028-0401,"Special Benefits for Certain World War II Veterans, Social Security Administration",1,SPECIAL BENEFITS FOR CERTAIN WORLD WAR II VETERANS (DIRECT),94.0,Financial transfers,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,124061.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124061.21,0.0,0.0,0.0,0.0,0.0,0.0,124061.21,0.0,124061.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",1,SUPPLEMENTAL SECURITY INCOME PROGRAM (DIRECT),25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3876.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3876.77,0.0,0.0,0.0,0.0,0.0,0.0,3876.77,0.0,3876.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",1,SUPPLEMENTAL SECURITY INCOME PROGRAM (DIRECT),25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,0.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",1,SUPPLEMENTAL SECURITY INCOME PROGRAM (DIRECT),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,58750369002.06,0.0,0.0,0.0,0.0,0.0,3229051710.79,3229051710.79,3229051710.79,2078822732.23,0.0,57600140023.5,0.0,0.0,0.0,0.0,0.0,0.0,57600140023.5,0.0,57600140023.5,0.0,0.0,0.0,-21929.24,0.0,-14829.24,0.0,-7100.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",1,SUPPLEMENTAL SECURITY INCOME PROGRAM (DIRECT),94.0,Financial transfers,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3271293793.89,0.0,0.0,0.0,0.0,0.0,1456388571.39,1456388571.39,1456388571.39,1268067432.62,0.0,3082972655.12,0.0,0.0,0.0,0.0,0.0,0.0,3082972655.12,0.0,3082972655.12,0.0,0.0,0.0,-267540622.47,0.0,-267540622.47,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",2,SUPPLEMENTAL SECURITY INCOME PROGRAM INTEGRITY (BASE),94.0,Financial transfers,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,214010473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214010473.0,0.0,0.0,0.0,0.0,0.0,0.0,214010473.0,0.0,214010473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",3,SUPPLEMENTAL SECURITY INCOME ADDITIONAL PROGRAM INTEGRITY,94.0,Financial transfers,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1115289532.0,0.0,0.0,0.0,0.0,0.0,98811143.67,98811143.67,98811143.67,100647831.82,0.0,1117126220.15,0.0,0.0,0.0,0.0,0.0,0.0,1117126220.15,0.0,1117126220.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",4,SUPPLEMENTAL SECURITY INCOME RESEARCH AND DEMONSTRATION PROJECTS,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1350.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.33,0.0,0.0,0.0,0.0,0.0,0.0,1350.33,0.0,1350.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
supplemental security income,96.006,FY2024P12,Social Security Administration,Income Security,Other income security,028-0406,"Supplemental Security Income Program, Social Security Administration",4,SUPPLEMENTAL SECURITY INCOME RESEARCH AND DEMONSTRATION PROJECTS,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1135300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135300.0,0.0,0.0,0.0,0.0,0.0,0.0,1135300.0,0.0,1135300.0,0.0,0.0,0.0,-317372.0,0.0,0.0,0.0,-317372.0,0.0,0.0,0.0,2024-11-15
